can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,position_name,price
True,True,,,155408,0,0,0,0,1.1,32,"[{'offset': 0, 'projected_percent': '1.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.6', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.0', 'likelihood': 1}]",,False,0,3,3.0,3.0,3,Lewis,3.0,71,False,,,50,155408.jpg,3.0,False,Cook,0.2,False,,a,3,91,6,4036,777,2043,336,0.6,1.2,Cook,,241.0,2016-07-08,1997-02-03,False,p155408,143,0,0,2,0,0,0,0,0,0,0,0,21,4.6,2.1,0.0,0.7,3,5,1,9,2,0.00,0.01,0.01,3.47,5.0,,,,,,[],,216,92,184,107,398,141,245,108,0.0,0.0,0.01,0.01,2.18,0.0,246,149,72,30,95,38,350,130,1.26,1.26,5.66,Bournemouth,MID,5.0
True,True,,,496208,0,0,0,0,-29.4,-8,"[{'offset': 0, 'projected_percent': '-30.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-45.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-59.3', 'likelihood': -3}]",,False,0,3,0.5,0.5,0,Ben,0.5,72,False,,,50,496208.jpg,1.0,False,Gannon-Doak,0.1,False,,a,3,91,1,436,71,1015,182,0.1,0.2,Gannon-Doak,,243.0,2025-08-18,2005-11-11,False,p496208,1,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.1,2.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.19,,,,,,,[],,276,131,275,143,171,84,282,133,0.0,0.0,0.0,0.0,17.1,90.0,343,200,264,120,251,111,442,177,0.0,0.0,90.0,Bournemouth,MID,5.0
True,True,100.0,100.0,200785,0,0,0,0,0.4,6,"[{'offset': 0, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.5', 'likelihood': 1}]",,False,0,3,1.0,1.0,1,Tyler,1.0,73,False,,2026-08-15T16:30:07.029928Z,50,200785.jpg,1.0,False,Adams,0.2,False,,a,3,91,2,3875,843,3469,614,0.2,0.4,Adams,,229.0,2023-08-20,1999-02-14,False,p200785,36,0,0,0,3,0,0,0,0,0,0,0,8,3.6,0.6,0.0,0.4,3,3,0,6,0,0.00,0.00,0.00,0.49,,,,,,,[],,231,101,239,127,410,149,263,119,0.0,0.0,0.0,0.0,1.22,7.5,259,158,180,79,238,104,321,113,0.0,0.0,15.0,Bournemouth,MID,5.0
True,True,100.0,100.0,111317,0,0,0,0,0.0,-2,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-6.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.7', 'likelihood': -1}]",,False,0,3,0.5,0.5,1,David,0.5,74,False,,2026-08-15T16:30:07.037929Z,50,111317.jpg,1.0,False,Brooks,0.1,False,,a,3,91,1,757,155,814,119,0.1,0.2,Brooks,,244.0,2018-07-01,1997-07-08,False,p111317,9,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.01,0.01,0.18,4.0,,3.0,,,,[],,443,167,450,177,391,136,459,174,0.0,0.0,0.1,0.1,1.8,10.0,238,144,248,111,233,101,486,200,0.0,0.0,0.0,Bournemouth,MID,5.0
True,True,100.0,100.0,158499,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-08-31T15:30:07.730886Z,False,0,3,0.5,0.5,1,Ryan,0.5,75,False,,2026-07-24T17:30:10.035483Z,50,158499.jpg,1.0,False,Christie,0.0,False,,a,3,91,1,709,149,268,72,0.1,0.2,Christie,,243.0,2021-08-31,1995-02-22,False,p158499,3,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,1,1,2,0,0.00,0.00,0.00,0.12,6.0,,,,,,[],,450,172,458,182,399,142,466,179,0.0,0.0,0.0,0.0,3.6,30.0,247,150,251,112,236,102,550,229,0.0,0.0,60.0,Bournemouth,MID,5.0
True,True,,,614574,0,0,0,0,-15.5,0,"[{'offset': 0, 'projected_percent': '-15.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-15.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-15.5', 'likelihood': -1}]",,False,0,3,0.5,0.5,0,Alex,0.5,76,False,,,50,614574.jpg,1.0,False,Tóth,0.0,False,,a,3,91,1,121,21,185,39,0.1,0.2,Tóth.A,,98.0,2026-01-20,2005-10-23,False,p614574,15,0,0,0,2,0,0,0,0,0,0,0,5,2.8,0.6,0.0,0.3,0,1,1,2,0,0.00,0.00,0.00,0.31,,,,,,,[],,238,107,243,129,504,200,278,131,0.0,0.0,0.0,0.0,1.86,12.0,388,232,279,132,265,122,565,235,0.0,0.0,12.0,Bournemouth,MID,5.0
True,True,0.0,0.0,489888,0,0,0,0,-91.5,-2,"[{'offset': 0, 'projected_percent': '-92.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-96.9', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-101.7', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Amine,0.0,77,False,Unspecified injury - Unknown return date,2026-08-15T16:00:07.590566Z,50,489888.jpg,0.0,False,Adli,0.0,False,,i,3,91,0,61,7,1093,117,0.0,0.0,Adli,,145.0,2025-08-21,2000-05-10,False,p489888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,501,201,513,210,470,177,517,208,0.0,0.0,0.0,0.0,0.0,0.0,334,194,532,221,532,221,548,227,0.0,0.0,0.0,Bournemouth,MID,5.0
True,True,0.0,0.0,560262,0,0,0,0,-97.0,-41,"[{'offset': 0, 'projected_percent': '-97.8', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-105.0', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-112.1', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Junior,0.0,78,False,Foot injury - Unknown return date,2026-07-29T17:30:09.796802Z,75,560262.jpg,0.0,False,Kroupi,0.3,False,,i,3,91,0,520,58,15223,1815,0.0,0.0,Kroupi.Jr,,73.0,2025-02-02,2006-06-23,False,p560262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,1.0,,[],https://www.afcb.co.uk/news/2026/july/29/junior-kroupi-undergoes-successful-surgery-after-foot-injury/,621,273,622,274,622,274,622,274,0.0,0.0,0.0,0.0,0.0,0.0,20,12,618,273,618,273,299,100,0.0,0.0,0.0,Bournemouth,MID,7.5
True,True,,,444102,0,0,0,0,31.3,257,"[{'offset': 0, 'projected_percent': '31.6', 'likelihood': 2}, {'offset': 1, 'projected_percent': '35.2', 'likelihood': 2}, {'offset': 2, 'projected_percent': '38.7', 'likelihood': 2}]",,False,0,4,4.5,4.5,5,Francisco Evanilson,4.5,79,False,,,60,444102.jpg,4.5,False,de Lima Barbosa,3.1,False,,a,3,91,9,84803,12178,23180,4154,0.8,1.5,Evanilson,Evanilson,30.0,2024-08-16,1999-10-06,False,p444102,154,0,2,2,0,0,0,0,1,0,0,0,28,19.4,11.9,2.0,3.3,4,5,1,10,2,0.54,0.25,0.79,3.47,,,,,,,[],,88,9,108,12,185,29,124,14,0.32,0.0,0.15,0.47,2.03,0.0,83,22,52,7,82,10,105,16,1.17,1.17,5.84,Bournemouth,FWD,6.0
True,False,0.0,0.0,168636,0,0,0,0,0.0,-4,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Enes,0.0,80,False,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,55,168636.jpg,0.0,False,Ünal,0.0,False,,u,3,91,0,0,0,1186,116,0.0,0.0,Enes Ünal,,219.0,2024-07-01,1997-05-10,False,p168636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,538,46,553,54,525,53,554,55,0.0,0.0,0.0,0.0,0.0,0.0,123,30,562,60,562,60,543,70,0.0,0.0,0.0,Bournemouth,FWD,5.5
True,True,100.0,100.0,561245,0,0,0,0,-3.3,-10,"[{'offset': 0, 'projected_percent': '-4.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-16.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-27.7', 'likelihood': -2}]",,False,0,4,0.5,0.5,1,Álvaro,0.5,81,False,,2026-08-15T16:30:07.054142Z,60,561245.jpg,1.0,False,Rodríguez,0.1,False,,a,3,91,1,1252,252,1422,240,0.1,0.2,Rodríguez,,230.0,2026-07-14,2004-07-14,False,p561245,9,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,1,0,1,0,0.00,0.00,0.00,0.18,,,,,,,[],,603,67,606,68,601,68,606,68,0.0,0.0,0.0,0.0,1.8,10.0,104,28,314,37,306,37,402,58,0.0,0.0,10.0,Bournemouth,FWD,6.0
True,True,,,483067,0,0,0,0,2.8,0,"[{'offset': 0, 'projected_percent': '2.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.8', 'likelihood': 1}]",,False,0,2,3.0,3.0,4,António João,3.0,566,False,,,50,483067.jpg,3.0,False,Pereira de Albuquerque Tavares da Silva,0.4,False,,a,3,91,6,8011,646,2610,420,0.6,1.2,Silva,António Silva,173.0,2026-08-01,2003-10-30,False,p483067,180,0,0,0,3,0,0,0,1,0,0,0,16,31.4,0.3,0.0,3.2,21,5,2,23,2,0.25,0.03,0.28,3.97,,,,,,,[],,52,20,260,95,464,182,126,48,0.12,0.0,0.02,0.14,1.98,1.5,328,64,74,30,97,39,282,108,1.0,0.0,11.5,Bournemouth,DEF,5.0
True,True,,,494928,0,0,0,0,-23.9,-12,"[{'offset': 0, 'projected_percent': '-24.7', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-32.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-40.9', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Juanlu,0.0,573,False,,,45,494928.jpg,0.0,False,Sánchez,0.2,False,,a,3,91,0,510,58,1732,267,0.0,0.0,Sanchez,,200.0,2026-08-06,2003-08-15,False,p494928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,385,162,392,163,330,145,401,162,0.0,0.0,0.0,0.0,0.0,0.0,493,133,426,161,426,161,331,123,0.0,0.0,0.0,Bournemouth,DEF,4.5
True,True,,,523700,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-09-05T18:20:47.304197Z,False,0,4,0.5,0.5,0,Daniel,0.5,608,False,,,50,523700.jpg,1.0,False,Jebbison,0.1,False,,a,3,91,1,3132,655,636,215,0.1,0.2,Jebbison,,39.0,2024-07-10,2003-08-13,False,p523700,15,0,0,0,2,0,0,0,0,0,0,0,6,3.4,0.8,17.0,2.1,0,1,0,1,0,0.10,0.00,0.10,0.31,,,,,,,[],,235,17,230,26,57,12,171,18,0.6,0.0,0.0,0.6,1.86,12.0,361,58,273,28,259,26,483,64,0.0,0.0,6.0,Bournemouth,FWD,5.0
True,True,,,230650,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-09-09T14:56:25.380082Z,False,0,1,1.9,1.9,0,Michele,0.0,615,False,,,45,230650.jpg,0.0,False,Di Gregorio,0.0,False,,a,3,91,0,462,221,86,59,0.0,0.0,Di Gregorio,,106.0,2026-08-25,1997-07-27,False,p230650,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,363,53,367,35,298,35,380,53,0.0,0.0,0.0,0.0,0.0,0.0,453,35,407,53,407,53,587,67,0.0,0.0,0.0,Bournemouth,GKP,4.5
True,True,,,200720,0,0,0,0,23.7,182,"[{'offset': 0, 'projected_percent': '24.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '26.5', 'likelihood': 2}, {'offset': 2, 'projected_percent': '29.0', 'likelihood': 2}]",,False,0,1,3.5,3.5,0,Caoimhín,3.5,82,False,,,50,200720.jpg,7.0,False,Kelleher,6.6,False,,a,4,94,7,85404,10970,23383,3459,0.7,1.4,Kelleher,,104.0,2025-06-03,1998-11-23,False,p200720,90,0,0,1,0,0,0,0,0,0,4,0,34,31.4,0.0,0.0,3.1,0,5,0,0,1,0.00,0.01,0.01,0.57,,,,,,,[],,51,6,466,55,409,55,128,6,0.0,4.0,0.01,0.01,0.57,0.0,258,11,60,5,31,3,61,8,1.0,1.0,0.0,Brentford,GKP,5.0
True,True,,,507433,0,0,0,0,-12.1,0,"[{'offset': 0, 'projected_percent': '-12.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.1', 'likelihood': -1}]",,False,0,1,0.0,0.0,0,Hákon Rafn,0.0,83,False,,,45,507433.jpg,0.0,False,Valdimarsson,0.1,False,,a,4,94,0,742,100,1003,113,0.0,0.0,Valdimarsson,,99.0,2024-01-26,2001-10-13,False,p507433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,390,56,397,44,335,44,406,56,0.0,0.0,0.0,0.0,0.0,0.0,498,44,431,56,431,56,407,45,0.0,0.0,0.0,Brentford,GKP,4.5
True,True,,,432830,0,0,0,0,8.4,28,"[{'offset': 0, 'projected_percent': '8.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '8.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '9.3', 'likelihood': 1}]",,False,0,2,3.0,3.0,0,Nathan,3.0,84,False,,,55,432830.jpg,6.0,False,Collins,2.1,False,,a,4,94,6,28170,3081,11008,1635,0.5,1.1,Collins,,104.0,2023-07-04,2001-04-30,False,p432830,90,0,0,1,0,0,0,0,0,0,0,0,21,11.6,21.5,17.0,5.0,3,3,0,3,1,0.34,0.04,0.38,0.57,,,,,,,[],,147,69,57,17,58,16,77,26,0.34,0.0,0.04,0.38,0.57,0.0,161,20,80,33,53,24,128,51,1.0,1.0,3.0,Brentford,DEF,5.5
True,True,0.0,0.0,444765,0,0,0,0,-83.6,-12,"[{'offset': 0, 'projected_percent': '-84.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-90.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-96.1', 'likelihood': -4}]",,False,0,2,0.0,0.0,0,Sepp,0.0,85,False,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,50,444765.jpg,0.0,False,van den Berg,0.1,False,,i,4,94,0,165,20,4604,481,0.0,0.0,Van den Berg,,152.0,2024-08-22,2001-12-20,False,p444765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brentfordfc.com/en/news/article/first-team-brentford-v-tottenham-hotspur-premier-league-team-news-mamadou-sangar%C3%A9,486,191,496,191,449,179,502,191,0.0,0.0,0.0,0.0,0.0,0.0,308,57,518,187,518,187,414,148,0.0,0.0,0.0,Brentford,DEF,5.0
True,True,,,249231,0,0,0,0,25.1,91,"[{'offset': 0, 'projected_percent': '25.2', 'likelihood': 2}, {'offset': 1, 'projected_percent': '26.5', 'likelihood': 2}, {'offset': 2, 'projected_percent': '27.7', 'likelihood': 2}]",,False,0,3,5.0,5.0,0,Keane,5.0,86,False,,,55,249231.jpg,10.0,False,Lewis-Potter,1.2,False,,a,4,94,10,58546,6004,8296,1580,0.9,1.8,Lewis-Potter,,241.0,2022-07-12,2001-02-22,False,p249231,90,1,0,1,0,0,0,0,0,0,0,2,37,47.2,15.9,19.0,8.2,4,5,1,10,1,0.77,0.12,0.89,0.57,,,1.0,,,,[],,12,8,76,47,49,25,29,19,0.77,0.0,0.12,0.89,0.57,0.0,157,97,38,17,15,7,174,51,1.0,1.0,10.0,Brentford,MID,5.5
True,True,,,191866,0,0,0,0,27.0,98,"[{'offset': 0, 'projected_percent': '27.1', 'likelihood': 2}, {'offset': 1, 'projected_percent': '28.5', 'likelihood': 2}, {'offset': 2, 'projected_percent': '29.8', 'likelihood': 2}]",,False,0,2,4.0,4.0,0,Kristoffer,4.0,87,False,,,45,191866.jpg,8.0,False,Ajer,4.2,False,,a,4,94,8,81205,11227,17306,3404,0.9,1.8,Ajer,,161.0,2021-07-21,1998-04-17,False,p191866,90,0,0,1,0,0,0,0,0,0,0,0,29,20.0,0.9,35.0,5.6,8,3,2,10,1,0.11,0.02,0.13,0.57,,,,,,,[],,84,38,223,74,21,5,60,18,0.11,0.0,0.02,0.13,0.57,0.0,435,96,54,20,27,11,81,33,1.0,1.0,10.0,Brentford,DEF,4.5
True,True,,,607464,0,0,1,-1,12.7,210,"[{'offset': 0, 'projected_percent': '13.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '18.8', 'likelihood': 1}]",,False,1,2,6.5,6.5,0,Michael,6.5,88,False,,,46,607464.jpg,13.0,False,Kayode,8.2,False,,a,4,94,13,333453,22650,25547,4387,1.4,2.8,Kayode,,106.0,2025-07-01,2004-07-10,False,p607464,75,1,0,1,0,0,0,0,0,0,0,1,36,33.8,1.5,46.0,8.1,4,5,0,4,1,0.50,0.00,0.50,0.47,,,,,,,[],,39,13,197,62,10,1,31,6,0.6,0.0,0.0,0.6,0.56,0.0,404,80,17,8,4,2,51,19,1.2,1.2,4.8,Brentford,DEF,4.6
True,True,,,194010,0,0,0,0,-29.4,-6,"[{'offset': 0, 'projected_percent': '-29.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-33.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-37.0', 'likelihood': -2}]",,False,0,2,0.0,0.0,0,Rico,0.0,89,False,,,45,194010.jpg,0.0,False,Henry,0.2,False,,a,4,94,0,618,74,2330,184,0.0,0.0,Henry,,107.0,2016-08-31,1997-07-08,False,p194010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,354,144,358,148,286,122,371,145,0.0,0.0,0.0,0.0,0.0,0.0,436,97,399,147,399,147,317,120,0.0,0.0,0.0,Brentford,DEF,4.5
True,True,,,472713,0,0,0,0,0.1,-4,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '-2.3', 'likelihood': -1}]",,False,0,2,0.5,0.5,0,Aaron,0.5,90,False,,,45,472713.jpg,1.0,False,Hickey,0.1,False,,a,4,94,1,729,106,627,87,0.1,0.2,Hickey,,243.0,2022-07-09,2002-06-10,False,p472713,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,2,0,0,0,0.00,0.00,0.00,0.10,,,,,,,[],,379,160,257,93,319,142,395,160,0.0,0.0,0.0,0.0,0.64,0.0,480,128,239,87,221,83,449,159,0.0,0.0,0.0,Brentford,DEF,4.5
True,True,,,570241,0,0,0,0,-14.8,2,"[{'offset': 0, 'projected_percent': '-13.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,2,0.0,0.0,0,Kim,0.0,92,False,,,45,570241.jpg,0.0,False,Ji-soo,0.0,False,,a,4,94,0,136,24,227,29,0.0,0.0,Ji-soo,Kim Ji-Soo,114.0,2023-07-20,2004-12-24,False,p570241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,409,169,415,170,354,152,425,169,0.0,0.0,0.0,0.0,0.0,0.0,518,141,449,168,449,168,552,190,0.0,0.0,0.0,Brentford,DEF,4.5
True,True,,,513086,0,0,0,0,-29.2,-2,"[{'offset': 0, 'projected_percent': '-29.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-30.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-32.3', 'likelihood': -2}]",,False,0,2,0.0,0.0,0,Jannik,0.0,93,False,,,45,513086.jpg,0.0,False,Schuster,0.2,False,,a,4,94,0,157,15,1315,109,0.0,0.0,Schuster,,14.0,2026-06-15,2006-05-16,False,p513086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,392,165,399,166,337,148,408,165,0.0,0.0,0.0,0.0,0.0,0.0,500,136,433,164,433,164,366,136,0.0,0.0,0.0,Brentford,DEF,4.5
True,True,,,513418,0,0,0,0,0.6,-7,"[{'offset': 0, 'projected_percent': '0.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.4', 'likelihood': 1}]",,False,0,3,1.5,1.5,0,Kevin,1.5,94,False,,,60,513418.jpg,3.0,False,Schade,3.4,False,,a,4,94,3,28132,3134,31291,5502,0.2,0.5,Schade,,80.0,2023-07-01,2001-11-27,False,p513418,90,0,0,1,0,0,0,0,0,0,0,0,17,14.4,11.8,59.0,8.5,1,5,3,9,1,0.52,0.01,0.53,0.57,,,,,2.0,,[],,120,39,110,66,2,1,28,18,0.52,0.0,0.01,0.53,0.57,0.0,98,63,154,69,107,47,97,30,1.0,1.0,9.0,Brentford,MID,6.0
True,True,,,533463,0,0,0,0,-15.4,-45,"[{'offset': 0, 'projected_percent': '-16.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-21.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-27.9', 'likelihood': -2}]",,False,0,3,1.5,1.5,0,Dango,1.5,95,False,,,65,533463.jpg,3.0,False,Ouattara,1.1,False,,a,4,94,3,8139,791,13018,2066,0.2,0.5,O.Dango,,35.0,2025-08-16,2002-02-11,False,p533463,66,0,0,1,0,0,0,0,0,0,0,0,6,1.0,30.8,15.0,4.7,2,4,0,6,1,0.05,0.29,0.34,0.47,2.0,,,,,,[],,268,125,26,21,70,38,85,45,0.07,0.0,0.4,0.47,0.64,0.0,47,31,159,73,109,49,186,59,1.36,1.36,8.18,Brentford,MID,6.5
True,True,,,440089,0,0,0,0,-49.0,-4,"[{'offset': 0, 'projected_percent': '-49.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-50.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-51.3', 'likelihood': -3}]",,False,0,3,0.5,0.5,0,Mikkel,0.5,96,False,,,55,440089.jpg,1.0,False,Damsgaard,0.5,False,,a,4,94,1,2682,364,8376,832,0.1,0.2,Damsgaard,,58.0,2022-08-10,2000-07-03,False,p440089,14,0,0,0,0,0,0,0,0,0,0,0,6,7.6,26.3,0.0,3.4,0,3,1,4,0,0.00,0.11,0.11,0.10,3.0,,3.0,,,,[],,183,72,41,28,550,229,120,60,0.0,0.0,0.71,0.71,0.64,0.0,165,103,292,139,281,133,251,85,0.0,0.0,25.71,Brentford,MID,5.5
True,True,,,207283,0,0,0,0,1.5,-4,"[{'offset': 0, 'projected_percent': '1.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.3', 'likelihood': 1}]",,False,0,3,3.0,3.0,0,Mathias,3.0,97,False,,,55,207283.jpg,6.0,False,Jensen,0.2,False,,a,4,94,6,4245,387,1581,244,0.5,1.1,Jensen,,58.0,2019-07-10,1996-01-01,False,p207283,66,0,1,1,0,0,0,0,0,0,0,0,22,12.6,46.2,13.0,7.2,0,3,2,5,1,0.08,0.34,0.42,0.47,1.0,,2.0,,3.0,,[],,138,46,9,8,77,42,43,25,0.11,0.0,0.46,0.57,0.64,0.0,141,87,79,33,52,22,323,114,1.36,1.36,6.82,Brentford,MID,5.5
True,True,,,204580,0,0,0,0,16.6,71,"[{'offset': 0, 'projected_percent': '16.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '17.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '18.7', 'likelihood': 1}]",,False,0,3,4.5,4.5,0,Vitaly,4.5,98,False,,,50,204580.jpg,9.0,False,Janelt,0.5,False,,a,4,94,9,40038,6279,5342,1057,0.9,1.8,Janelt,,80.0,2020-10-03,1998-05-10,False,p204580,90,1,0,1,0,0,0,0,1,0,0,0,35,53.2,38.8,24.0,11.6,6,3,4,13,1,0.39,0.17,0.56,0.57,4.0,,,,,,[],,3,3,18,15,39,22,8,7,0.39,0.0,0.17,0.56,0.57,0.0,262,160,45,21,16,8,244,83,1.0,1.0,13.0,Brentford,MID,5.0
